sp_id;correct_name;family;genus;taxon_rank;habit;wood_dens_gcm3;max_height_m;seed_size_g;disp_mode;eco_group;obs
Rubiaceae sp.2;Rubiaceae sp.;Rubiaceae;Rubiaceae;NA;NA;NA;NA;NA;zoochoric;NA;
Rubiaceae sp.3;Rubiaceae sp.;Rubiaceae;Rubiaceae;NA;NA;NA;NA;NA;zoochoric;NA;
Rubiaceae sp.4;Rubiaceae sp.;Rubiaceae;Rubiaceae;NA;NA;NA;NA;NA;zoochoric;NA;
Rubiaceae sp.5;Rubiaceae sp.;Rubiaceae;Rubiaceae;NA;NA;NA;NA;NA;zoochoric;NA;
Rubiaceae sp.6;Rubiaceae sp.;Rubiaceae;Rubiaceae;NA;NA;NA;NA;NA;zoochoric;NA;
Rubiaceae sp.8;Rubiaceae sp.;Rubiaceae;Rubiaceae;NA;NA;NA;NA;NA;zoochoric;NA;
Rubus brasiliensis;Rubus brasiliensis;Rosaceae;Rubus;species;NA;0.719233333;5;0.002458111;zoochoric;NA;
Rubus rosifolius;Rubus rosifolius;Rosaceae;Rubus;species;NA;0.719233333;3;0.0004;zoochoric;NA;
Rubus sp.;Rubus sp.;Rosaceae;Rubus;NA;NA;NA;NA;NA;zoochoric;NA;
Rubus sp.1;Rubus sp.;Rosaceae;Rubus;NA;NA;NA;NA;NA;zoochoric;NA;
Rubus urticifolius;Rubus urticifolius;Rosaceae;Rubus;species;NA;0.719233333;5;0.001;zoochoric;NA;
Rudgea jasminoides;Rudgea jasminoides;Rubiaceae;Rudgea;species;tree;0.582215828;14;0.2;zoochoric;3;
Rudgea parquioides;Rudgea parquioides;Rubiaceae;Rudgea;species;shrub;0.576107914;NA;0.117603704;zoochoric;3;
Rudgea recurva;Rudgea recurva;Rubiaceae;Rudgea;species;tree;0.576107914;11;0.117603704;zoochoric;4;
Rudgea sp.;Rudgea sp.;Rubiaceae;Rudgea;NA;NA;NA;NA;NA;zoochoric;NA;
Rudgea villiflora;Rudgea coriacea;Rubiaceae;Rudgea;species;tree;0.576107914;6;0.117603704;zoochoric;4;
Ruprechtia laxiflora;Ruprechtia laxiflora;Polygonaceae;Ruprechtia;species;tree;0.624;29;0.04;anemochoric;2;
Rutaceae sp.;Rutaceae sp.;Rutaceae;Rutaceae;NA;NA;NA;NA;NA;NA;NA;
Rutaceae sp.1;Rutaceae sp.;Rutaceae;Rutaceae;NA;NA;NA;NA;NA;NA;NA;
Rutaceae sp.2;Rutaceae sp.;Rutaceae;Rutaceae;NA;NA;NA;NA;NA;NA;NA;
Salacia elliptica;Salacia elliptica;Celastraceae;Salacia;species;tree;0.64;12;2.5;zoochoric;2;
Salicaceae sp.;Salicaceae sp.;Salicaceae;Salicaceae;NA;NA;NA;NA;NA;NA;NA;
Salzmannia nitida;Salzmannia nitida;Rubiaceae;Salzmannia;species;shrub;0.641918268;6;NA;zoochoric;2;
Sapindaceae sp.;Sapindaceae sp.;Sapindaceae;Sapindaceae;NA;NA;NA;NA;NA;NA;NA;
Sapindaceae sp.1;Sapindaceae sp.;Sapindaceae;Sapindaceae;NA;NA;NA;NA;NA;NA;NA;
Sapindus saponaria;Sapindus saponaria;Sapindaceae;Sapindus;species;tree;0.704833333;18;0.684414199;zoochoric;2;
Sapium glandulosum;Sapium glandulosum;Euphorbiaceae;Sapium;species;tree;0.40906;22;0.045389011;zoochoric;1;
Sapium sp.;Sapium sp.;Euphorbiaceae;Sapium;NA;NA;NA;NA;NA;zoochoric;NA;
Sapotaceae sp.;Sapotaceae sp.;Sapotaceae;Sapotaceae;NA;NA;NA;NA;NA;NA;NA;
Sapotaceae sp.1;Sapotaceae sp.;Sapotaceae;Sapotaceae;NA;NA;NA;NA;NA;NA;NA;
Sarcomphalus glaziovii;Sarcomphalus glaziovii;Rhamnaceae;Sarcomphalus;species;tree;NA;NA;NA;zoochoric;3;
Savia dictyocarpa;Savia dictyocarpa;Phyllanthaceae;Savia;species;tree;0.9;25;0.024038462;autochoric;3;
Schefflera actinophylla;Schefflera actinophylla;Araliaceae;Schefflera;species;tree;0.490134267;NA;0.0074;zoochoric;NA;
Schefflera angustissima;Didymopanax angustissimus;Araliaceae;Didymopanax;species;tree;0.43;NA;NA;zoochoric;2;
Schefflera calva;Schefflera calva;Araliaceae;Schefflera;species;tree;0.388389605;27;0.022370905;zoochoric;2;
Schefflera morototoni;Didymopanax morototoni;Araliaceae;Didymopanax;species;tree;0.43;NA;NA;zoochoric;1;
Schefflera sp.;Schefflera sp.;Araliaceae;Schefflera;NA;NA;NA;NA;NA;zoochoric;NA;
Schefflera sp.1;Schefflera sp.;Araliaceae;Schefflera;NA;NA;NA;NA;NA;zoochoric;NA;
Schinus molle;Schinus molle;Anacardiaceae;Schinus;species;tree;0.85;10;0.025969406;zoochoric;1;
Schinus terebinthifolia;Schinus terebinthifolia;Anacardiaceae;Schinus;species;tree;0.516666667;17;0.020717145;zoochoric;1;
Schizolobium parahyba;Schizolobium parahyba;Fabaceae;Schizolobium;species;tree;0.414142857;30;1.348378277;anemochoric;1;
Schradera polycephala;Schradera polycephala;Rubiaceae;Schradera;species;others;0.641918268;NA;NA;zoochoric;NA;
Schwartzia brasiliensis;Schwartzia brasiliensis;Marcgraviaceae;Schwartzia;species;others;0.85;8;0.014285714;zoochoric;NA;
Scleria gaertneri;Scleria gaertneri;Cyperaceae;Scleria;species;NA;NA;4;0.0077958;autochoric;NA;
Scleria panicoides;Scleria panicoides;Cyperaceae;Scleria;species;NA;NA;NA;0.010837475;autochoric;NA;
Sclerolobium densiflorum;Tachigali densiflora;Fabaceae;Tachigali;species;tree;0.717333333;29;0.263666016;anemochoric;2;
Sclerolobium denudatum;Tachigali denudata;Fabaceae;Tachigali;species;tree;0.647413472;25;0.588235294;anemochoric;3;
Scutia buxifolia;Scutia buxifolia;Rhamnaceae;Scutia;species;tree;0.96225;16;0.006993007;zoochoric;3;
Sebastiania brasiliensis;Sebastiania brasiliensis;Euphorbiaceae;Sebastiania;species;tree;0.6735;15;0.017241379;autochoric;2;
Sebastiania commersoniana;Gymnanthes klotzschiana;Euphorbiaceae;Gymnanthes;species;tree;0.681;17;0.014084507;autochoric;2;
Sebastiania sp.;Sebastiania sp.;Euphorbiaceae;Sebastiania;NA;NA;NA;NA;NA;zoochoric;NA;
Sebastiania sp.1;Sebastiania sp.;Euphorbiaceae;Sebastiania;NA;NA;NA;NA;NA;zoochoric;NA;
Seguieria americana;Seguieria americana;Phytolaccaceae;Seguieria;species;tree;0.59;17;NA;anemochoric;2;
Seguieria langsdorffii;Seguieria langsdorffii;Phytolaccaceae;Seguieria;species;tree;0.59;22;0.083421951;anemochoric;3;
Senecio sp.;Senecio sp.;Asteraceae;Senecio;NA;NA;NA;NA;NA;anemochoric;NA;
Senecio sp.1;Senecio sp.;Asteraceae;Senecio;NA;NA;NA;NA;NA;anemochoric;NA;
Senecio sp.2;Senecio sp.;Asteraceae;Senecio;NA;NA;NA;NA;NA;anemochoric;NA;
Senegalia polyphylla;Senegalia polyphylla;Fabaceae;Senegalia;species;tree;0.679;21;0.12100918;autochoric;1;
Senegalia sp.;Senegalia sp.;Fabaceae;Senegalia;NA;NA;NA;NA;NA;autochoric;NA;
Senegalia sp.1;Senegalia sp.;Fabaceae;Senegalia;NA;NA;NA;NA;NA;autochoric;NA;
Senegalia sp.2;Senegalia sp.;Fabaceae;Senegalia;NA;NA;NA;NA;NA;autochoric;NA;
Senna macranthera;Senna macranthera;Fabaceae;Senna;species;tree;0.478651607;13;0.032570838;autochoric;1;
Senna multijuga;Senna multijuga;Fabaceae;Senna;species;tree;0.5422;20;0.012625262;autochoric;1;
Senna pendula;Senna pendula;Fabaceae;Senna;species;tree;0.530184676;7;0.0260767;autochoric;1;
Serjania caracasana;Serjania caracasana;Sapindaceae;Serjania;species;others;0.68228497;NA;0.025457857;anemochoric;NA;
Serjania corrugata;Serjania corrugata;Sapindaceae;Serjania;species;NA;0.68228497;NA;0.025457857;anemochoric;NA;
Serjania ichthyctona;Serjania ichthyoctona;Sapindaceae;Serjania;species;others;0.68228497;NA;0.025457857;anemochoric;NA;
Serjania laruotteana;Serjania laruotteana;Sapindaceae;Serjania;species;NA;0.68228497;NA;0.025457857;anemochoric;NA;
Serjania marginata;Serjania marginata;Sapindaceae;Serjania;species;NA;0.68228497;NA;0.025457857;anemochoric;NA;
Serjania meridionalis;Serjania meridionalis;Sapindaceae;Serjania;species;NA;0.68228497;NA;0.025457857;anemochoric;NA;
Serjania multiflora;Serjania multiflora;Sapindaceae;Serjania;species;NA;0.68228497;NA;0.025457857;anemochoric;NA;
Serjania orbicularis;Serjania orbicularis;Sapindaceae;Serjania;species;NA;0.68228497;NA;0.025457857;anemochoric;NA;
Serjania salzmanniana;Serjania salzmanniana;Sapindaceae;Serjania;species;others;0.68228497;NA;0.025457857;anemochoric;NA;
Serjania sp.;Serjania sp.;Sapindaceae;Serjania;NA;NA;NA;NA;NA;anemochoric;NA;
Serjania sp.1;Serjania sp.;Sapindaceae;Serjania;NA;NA;NA;NA;NA;anemochoric;NA;
Serjania sp.2;Serjania sp.;Sapindaceae;Serjania;NA;NA;NA;NA;NA;anemochoric;NA;
Serjania sp.3;Serjania sp.;Sapindaceae;Serjania;NA;NA;NA;NA;NA;anemochoric;NA;
Sida sp.;Sida sp.;Malvaceae;Sida;NA;NA;NA;NA;NA;autochoric|zoochoric;NA;also epizoochoric
Sida sp.1;Sida sp.;Malvaceae;Sida;NA;NA;NA;NA;NA;autochoric|zoochoric;NA;also epizoochoric
Silene gallica;Silene gallica;Caryophyllaceae;Silene;species;NA;NA;NA;0.000325;autochoric;NA;
Simarouba amara;Simarouba amara;Simaroubaceae;Simarouba;species;tree;0.39428;36;0.28935332;zoochoric;2;
Simira corumbensis;Simira corumbensis;Rubiaceae;Simira;species;tree;0.5992;22;0.043993368;anemochoric;2;
Siparuna guianensis;Siparuna guianensis;Siparunaceae;Siparuna;species;tree;0.5946;15;0.017333333;zoochoric;2;
Siparuna sp.;Siparuna sp.;Siparunaceae;Siparuna;NA;NA;NA;NA;NA;zoochoric;NA;
Siphoneugena densiflora;Siphoneugena densiflora;Myrtaceae;Siphoneugena;species;tree;0.84225;18;0.212058212;zoochoric;3;
Sloanea guianensis;Sloanea guianensis;Elaeocarpaceae;Sloanea;species;tree;0.730211867;26;0.132983333;zoochoric;3;
Sloanea monosperma;Sloanea hirsuta;Elaeocarpaceae;Sloanea;species;tree;0.658416327;25;0.1;zoochoric;3;
Sloanea sp.;Sloanea sp.;Elaeocarpaceae;Sloanea;NA;NA;NA;NA;NA;zoochoric;NA;
Sloanea sp.1;Sloanea sp.;Elaeocarpaceae;Sloanea;NA;NA;NA;NA;NA;zoochoric;NA;
Smilax cognata;Smilax cognata;Smilacaceae;Smilax;species;NA;NA;NA;0.048407918;zoochoric;NA;
Smilax elastica;Smilax elastica;Smilacaceae;Smilax;species;NA;NA;NA;0.048407918;zoochoric;NA;
Smilax fluminensis;Smilax fluminensis;Smilacaceae;Smilax;species;others;NA;NA;0.048407918;zoochoric;NA;
Smilax goyazana;Smilax goyazana;Smilacaceae;Smilax;species;NA;NA;NA;0.048407918;zoochoric;NA;
Smilax sp.;Smilax sp.;Smilacaceae;Smilax;NA;NA;NA;NA;NA;zoochoric;NA;
Smilax sp.1;Smilax sp.;Smilacaceae;Smilax;NA;NA;NA;NA;NA;zoochoric;NA;
Solanaceae sp.;Solanaceae sp.;Solanaceae;Solanaceae;NA;NA;NA;NA;NA;zoochoric;NA;
Solanaceae sp.1;Solanaceae sp.;Solanaceae;Solanaceae;NA;NA;NA;NA;NA;zoochoric;NA;
Solanaceae sp.2;Solanaceae sp.;Solanaceae;Solanaceae;NA;NA;NA;NA;NA;zoochoric;NA;
Solanum americanum;Solanum americanum;Solanaceae;Solanum;species;others;0.441366954;9;0.000665;zoochoric;NA;
Solanum argenteum;Solanum argenteum;Solanaceae;Solanum;species;tree;0.441366954;11;0.004995413;zoochoric;1;
Solanum caavurana;Solanum caavurana;Solanaceae;Solanum;species;shrub;0.441366954;6;0.004995413;zoochoric;1;
Solanum crinitum;Solanum crinitum;Solanaceae;Solanum;species;tree;0.24;8;0.0038504;zoochoric;1;
Solanum diploconos;Solanum diploconos;Solanaceae;Solanum;species;tree;0.441366954;5;6.155187272;zoochoric;3;
Solanum evonymoides;Solanum evonymoides;Solanaceae;Solanum;species;shrub;0.441366954;4;0.004995413;zoochoric;NA;
Solanum granuloso-leprosum;Solanum granulosoleprosum;Solanaceae;Solanum;species;tree;0.404;15;0.000852;zoochoric;1;
Solanum leucodendron;Solanum leucodendron;Solanaceae;Solanum;species;tree;0.441366954;22;0.004995413;zoochoric;1;
Solanum lycocarpum;Solanum lycocarpum;Solanaceae;Solanum;species;tree;0.435;5;0.031790787;zoochoric;1;
Solanum mauritianum;Solanum mauritianum;Solanaceae;Solanum;species;tree;0.441366954;17;0.00111;zoochoric;1;
Solanum nigrescens;Solanum nigrescens;Solanaceae;Solanum;genus;NA;0.441366954;NA;0.004995413;zoochoric;NA;
Solanum nigrum;Solanum nigrum;Solanaceae;Solanum;genus;NA;0.441366954;NA;0.0008;zoochoric;NA;
Solanum odoriferum;Solanum odoriferum;Solanaceae;Solanum;species;others;0.441366954;NA;0.004995413;zoochoric;NA;
Solanum paniculatum;Solanum paniculatum;Solanaceae;Solanum;species;shrub;0.441366954;8;0.004995413;zoochoric;1;
Solanum pseudocapsicum;Solanum pseudocapsicum;Solanaceae;Solanum;species;others;0.441366954;3;0.003;zoochoric;NA;
Solanum pseudoquina;Solanum pseudoquina;Solanaceae;Solanum;species;tree;0.53;17;0.040311538;zoochoric;1;
Solanum rupincola;Solanum rupincola;Solanaceae;Solanum;species;shrub;0.441366954;NA;0.004995413;zoochoric;NA;
Solanum sanctaecatharinae;Solanum sanctae-catharinae;Solanaceae;Solanum;species;tree;0.579;19;0.00248723;zoochoric;2;
Solanum sp.;Solanum sp.;Solanaceae;Solanum;NA;NA;NA;NA;NA;zoochoric;NA;
Solanum sp.1;Solanum sp.;Solanaceae;Solanum;NA;NA;NA;NA;NA;zoochoric;NA;
Solanum sp.2;Solanum sp.;Solanaceae;Solanum;NA;NA;NA;NA;NA;zoochoric;NA;
Solanum sp.3;Solanum sp.;Solanaceae;Solanum;NA;NA;NA;NA;NA;zoochoric;NA;
Solanum sp.4;Solanum sp.;Solanaceae;Solanum;NA;NA;NA;NA;NA;zoochoric;NA;
Solanum sp.5;Solanum sp.;Solanaceae;Solanum;NA;NA;NA;NA;NA;zoochoric;NA;
Solanum sp.6;Solanum sp.;Solanaceae;Solanum;NA;NA;NA;NA;NA;zoochoric;NA;
Solanum sp.7;Solanum sp.;Solanaceae;Solanum;NA;NA;NA;NA;NA;zoochoric;NA;
Solanum sp.8;Solanum sp.;Solanaceae;Solanum;NA;NA;NA;NA;NA;zoochoric;NA;
Solanum viarum;Solanum viarum;Solanaceae;Solanum;species;shrub;0.441366954;NA;0.002268;zoochoric;NA;
Sorocea bonplandii;Sorocea bonplandii;Moraceae;Sorocea;species;tree;0.625299694;19;0.469166667;zoochoric;3;
Sparattosperma leucanthum;Sparattosperma leucanthum;Bignoniaceae;Sparattosperma;species;tree;0.576666667;20;0.00792362;anemochoric;2;
Spathodea campanulata;Spathodea campanulata;Bignoniaceae;Spathodea;species;tree;0.2531175;NA;0.005625;anemochoric;NA;
Stifftia chrysantha;Stifftia chrysantha;Asteraceae;Stifftia;species;tree;0.45;5;0.02;anemochoric;3;
Stifftia hatschbachii;Stifftia hatschbachii;Asteraceae;Stifftia;species;NA;0.556666667;NA;0.035;zoochoric;NA;
Stifftia parviflora;Stifftia parviflora;Asteraceae;Stifftia;species;tree;0.62;8;0.012748521;anemochoric;2;
Stigmaphyllon blanchetii;Stigmaphyllon blanchetii;Malpighiaceae;Stigmaphyllon;species;NA;0.633954639;NA;NA;anemochoric;NA;
Stigmaphyllon sp.;Stigmaphyllon sp.;Malpighiaceae;Stigmaphyllon;NA;NA;NA;NA;NA;anemochoric;NA;
Stillingia oppositifolia;Stillingia oppositifolia;Euphorbiaceae;Stillingia;species;tree;0.497855754;4;0.012223;autochoric;3;
Strychnos brasiliensis;Strychnos brasiliensis;Loganiaceae;Strychnos;species;tree;0.594125;14;1;zoochoric;2;
Stryphnodendron pulcherrimum;Stryphnodendron pulcherrimum;Fabaceae;Stryphnodendron;species;tree;0.516666667;19;0.280727273;autochoric;2;
Stryphnodendron sp.;Stryphnodendron sp.;Fabaceae;Stryphnodendron;NA;NA;NA;NA;NA;zoochoric;NA;
Stryphnodendron sp.1;Stryphnodendron sp.;Fabaceae;Stryphnodendron;NA;NA;NA;NA;NA;zoochoric;NA;
Stylogyne lhotzkyana;Stylogyne lhotzkyana;Primulaceae;Stylogyne;species;tree;0.519480602;21;0.072;zoochoric;4;
Styrax ferrugineus;Styrax ferrugineus;Styracaceae;Styrax;species;tree;0.522666667;14;0.150501672;zoochoric;2;
Styrax leprosus;Styrax leprosus;Styracaceae;Styrax;species;tree;0.434033333;20;0.135793399;zoochoric;2;
Styrax pohlii;Styrax pohlii;Styracaceae;Styrax;species;tree;0.5925;19;0.598802395;zoochoric;2;
Swartzia apetala;Swartzia apetala;Fabaceae;Swartzia;species;tree;0.80874011;20;13.84886189;zoochoric;2;
Swartzia myrtifolia;Swartzia myrtifolia;Fabaceae;Swartzia;species;tree;0.8095;12;13.84886189;zoochoric;3;
Swartzia reticulata;Swartzia reticulata;Fabaceae;Swartzia;species;tree;0.80874011;19;60.1;zoochoric;NA;
Syagrus romanzoffiana;Syagrus romanzoffiana;Arecaceae;Syagrus;species;tree;0.624666667;24;3.310286052;zoochoric;2;
Syagrus sp.;Syagrus sp.;Arecaceae;Syagrus;NA;NA;NA;NA;NA;zoochoric;NA;
Syagrus sp.1;Syagrus sp.;Arecaceae;Syagrus;NA;NA;NA;NA;NA;zoochoric;NA;
Symphonia globulifera;Symphonia globulifera;Clusiaceae;Symphonia;species;tree;0.612764706;27;4.997833333;zoochoric;2;
Symplocos estrellensis;Symplocos estrellensis;Symplocaceae;Symplocos;species;tree;0.519933333;25;0.475236351;zoochoric;3;
Symplocos glandulosomarginata;Symplocos glandulosomarginata;Symplocaceae;Symplocos;species;tree;0.519933333;20;0.475236351;zoochoric;2;
Symplocos laxiflora;Symplocos laxiflora;Symplocaceae;Symplocos;species;tree;0.519933333;18;0.475236351;zoochoric;2;
Symplocos pubescens;Symplocos pubescens;Symplocaceae;Symplocos;species;tree;0.519933333;15;0.475236351;zoochoric;3;
Symplocos sp.;Symplocos sp.;Symplocaceae;Symplocos;NA;NA;NA;NA;NA;zoochoric;NA;
Symplocos sp.1;Symplocos sp.;Symplocaceae;Symplocos;NA;NA;NA;NA;NA;zoochoric;NA;
Symplocos sp.2;Symplocos sp.;Symplocaceae;Symplocos;NA;NA;NA;NA;NA;zoochoric;NA;
Synedrellopsis grisebachii;Synedrellopsis grisebachii;Asteraceae;Synedrellopsis;species;NA;0.530140648;NA;NA;anemochoric|autochoric;NA;
Syngonium sp.;Syngonium sp.;Araceae;Syngonium;NA;NA;NA;NA;NA;zoochoric;NA;
Syngonium sp.1;Syngonium sp.;Araceae;Syngonium;NA;NA;NA;NA;NA;zoochoric;NA;
Syzygium cumini;Syzygium cumini;Myrtaceae;Syzygium;species;tree;0.56;12;0.481793304;zoochoric;NA;
Tabebuia cassinoides;Tabebuia cassinoides;Bignoniaceae;Tabebuia;species;tree;0.430666667;18;0.027027027;anemochoric;2;
Tabebuia elliptica;Tabebuia elliptica;Bignoniaceae;Tabebuia;species;tree;0.76;20;0.035714286;anemochoric;3;
Tabebuia insignis;Tabebuia insignis;Bignoniaceae;Tabebuia;species;tree;0.665333333;35;0.023809524;anemochoric;2;
Tabebuia sp.;Tabebuia sp.;Bignoniaceae;Tabebuia;NA;NA;NA;NA;NA;anemochoric;NA;
Tabebuia sp.1;Tabebuia sp.;Bignoniaceae;Tabebuia;NA;NA;NA;NA;NA;anemochoric;NA;
Tabernaemontana hystrix;Tabernaemontana hystrix;Apocynaceae;Tabernaemontana;species;tree;0.41;15;0.074074074;zoochoric;1;
Tabernaemontana sp.;Tabernaemontana sp.;Apocynaceae;Tabernaemontana;NA;NA;NA;NA;NA;zoochoric;NA;
Tachigali densiflora;Tachigali densiflora;Fabaceae;Tachigali;species;tree;0.717333333;29;0.263666016;anemochoric;2;
Tachigali denudata;Tachigali denudata;Fabaceae;Tachigali;species;tree;0.647413472;25;0.588235294;anemochoric;3;
Tapirira guianensis;Tapirira guianensis;Anacardiaceae;Tapirira;species;tree;0.491204572;25;0.065867738;zoochoric;2;
Tapirira obtusa;Tapirira obtusa;Anacardiaceae;Tapirira;species;tree;0.43;21;0.154689216;zoochoric;2;
Tapirira sp.;Tapirira sp.;Anacardiaceae;Tapirira;NA;NA;NA;NA;NA;zoochoric;NA;
Terminalia argentea;Terminalia argentea;Combretaceae;Terminalia;species;tree;0.707;17;0.357142857;anemochoric;2;
Terminalia brasiliensis;Terminalia glabrescens;Combretaceae;Terminalia;species;tree;0.704;20;0.180272109;anemochoric;2;
Terminalia glabrescens;Terminalia glabrescens;Combretaceae;Terminalia;species;tree;0.704;20;0.180272109;anemochoric;2;
Terminalia mameluco;Terminalia mameluco;Combretaceae;Terminalia;species;tree;0.703333333;30;0.13935572;anemochoric;2;
Terminalia sp.;Terminalia sp.;Combretaceae;Terminalia;NA;NA;NA;NA;NA;zoochoric;NA;
Terminalia sp.1;Terminalia sp.;Combretaceae;Terminalia;NA;NA;NA;NA;NA;zoochoric;NA;
Terminalia triflora;Terminalia triflora;Combretaceae;Terminalia;species;tree;0.674;17;0.138805804;anemochoric;3;
Ternstroemia brasiliensis;Ternstroemia brasiliensis;Pentaphylacaceae;Ternstroemia;species;tree;0.47;13;0.104166667;zoochoric;2;
Tetracera oblongata;Tetracera oblongata;Dilleniaceae;Tetracera;species;NA;0.589428571;NA;0.031156229;zoochoric;NA;
Tetrapterys sp.;Tetrapterys sp.;Malpighiaceae;Tetrapterys;NA;NA;NA;NA;NA;anemochoric;NA;
Tetrapterys sp.1;Tetrapterys sp.;Malpighiaceae;Tetrapterys;NA;NA;NA;NA;NA;anemochoric;NA;
Tetrapterys sp.2;Tetrapterys sp.;Malpighiaceae;Tetrapterys;NA;NA;NA;NA;NA;anemochoric;NA;
Tetrapterys sp.3;Tetrapterys sp.;Malpighiaceae;Tetrapterys;NA;NA;NA;NA;NA;anemochoric;NA;
Tetrastylidium grandifolium;Tetrastylidium grandifolium;Olacaceae;Tetrastylidium;species;tree;0.91;25;4.1;zoochoric;3;
Tetrorchidium rubrivenium;Tetrorchidium rubrivenium;Euphorbiaceae;Tetrorchidium;species;tree;0.4043;28;0.029257416;zoochoric;2;
Tetrorchidium sp.;Tetrorchidium sp.;Euphorbiaceae;Tetrorchidium;NA;NA;NA;NA;NA;zoochoric;NA;
Tetrorchidium sp.1;Tetrorchidium sp.;Euphorbiaceae;Tetrorchidium;NA;NA;NA;NA;NA;zoochoric;NA;
Thinouia scandens;Thinouia scandens;Sapindaceae;Thinouia;species;others;0.68228497;NA;NA;anemochoric;NA;
Thoracocarpus bissectus;Thoracocarpus bissectus;Cyclanthaceae;Thoracocarpus;species;NA;NA;NA;NA;zoochoric;NA;
Thyrsodium spruceanum;Thyrsodium spruceanum;Anacardiaceae;Thyrsodium;species;tree;0.64;24;NA;zoochoric;2;
Tibouchina candolleana;Pleroma candolleanum;Melastomataceae;Pleroma;species;tree;0.61;20;0.0002;anemochoric;2;
Tibouchina elegans;Pleroma elegans;Melastomataceae;Pleroma;species;tree;0.550644938;14;0.000257245;anemochoric;1;
Tibouchina granulosa;Pleroma granulosum;Melastomataceae;Pleroma;species;tree;0.5445;12;0.000283094;anemochoric;1;
Tibouchina mutabilis;Pleroma mutabile;Melastomataceae;Pleroma;species;tree;0.66;16;0.000294372;anemochoric;1;
Tibouchina pulchra;Tibouchina pulchra;Melastomataceae;Tibouchina;species;tree;0.786;28;0.00011;anemochoric;1;
Tibouchina sellowiana;Tibouchina sellowiana;Melastomataceae;Tibouchina;species;tree;0.786;20;0.00011;anemochoric;1;
Tibouchina sp.;Tibouchina sp.;Melastomataceae;Tibouchina;NA;NA;NA;NA;NA;anemochoric;NA;
Tibouchina sp.1;Tibouchina sp.;Melastomataceae;Tibouchina;NA;NA;NA;NA;NA;anemochoric;NA;
Tibouchina trichopoda;Pleroma trichopodum;Melastomataceae;Pleroma;species;shrub;0.550644938;9;0.000257245;anemochoric;1;
Tibouchina urvilleana;Tibouchina urvilleana;Melastomataceae;Tibouchina;species;shrub;0.786;12;0.00011;anemochoric;1;
Tillandsia sp.;Tillandsia sp.;Bromeliaceae;Tillandsia;NA;NA;NA;NA;NA;anemochoric;NA;
Tillandsia sp.1;Tillandsia sp.;Bromeliaceae;Tillandsia;NA;NA;NA;NA;NA;anemochoric;NA;
Tillandsia stricta;Tillandsia stricta;Bromeliaceae;Tillandsia;species;NA;NA;NA;0.000649207;anemochoric;NA;
Tipuana tipu;Tipuana tipu;Fabaceae;Tipuana;species;tree;0.587333333;18;0.692391809;anemochoric;2;
Tocoyena bullata;Tocoyena bullata;Rubiaceae;Tocoyena;species;shrub;0.6;5;0.4419832;zoochoric;3;
Tontelea sp.;Tontelea sp.;Celastraceae;Tontelea;NA;NA;NA;NA;NA;zoochoric;NA;
Tontelea sp.1;Tontelea sp.;Celastraceae;Tontelea;NA;NA;NA;NA;NA;zoochoric;NA;
Toulicia laevigata;Toulicia laevigata;Sapindaceae;Toulicia;species;tree;0.9;16;0.066666667;anemochoric;2;
Tournefortia bicolor;Tournefortia bicolor;Boraginaceae;Tournefortia;species;tree;0.551417023;11;0.007618283;zoochoric;2;
Tovomita mangle;Tovomita mangle;Clusiaceae;Tovomita;species;tree;0.706083333;14;1.354;zoochoric;3.5;
Tovomita sp.;Tovomita sp.;Clusiaceae;Tovomita;NA;NA;NA;NA;NA;zoochoric;NA;
Tovomita sp.1;Tovomita sp.;Clusiaceae;Tovomita;NA;NA;NA;NA;NA;zoochoric;NA;
Trema micrantha;Trema micrantha;Cannabaceae;Trema;species;tree;0.36508;16;0.004082576;zoochoric;1;
Trichilia casaretti;Trichilia casaretti;Meliaceae;Trichilia;species;tree;0.78;24;0.136986301;zoochoric;3;
Trichilia catigua;Trichilia catigua;Meliaceae;Trichilia;species;tree;0.65;16;0.128205128;zoochoric;2;
Trichilia elegans;Trichilia elegans;Meliaceae;Trichilia;species;tree;0.66;18;0.037;zoochoric;3;
Trichilia hirta;Trichilia hirta;Meliaceae;Trichilia;species;tree;0.5375;16;0.049880389;zoochoric;3;
Trichilia lepidota;Trichilia lepidota;Meliaceae;Trichilia;species;tree;0.653961538;30;0.322755954;zoochoric;4;
Trichilia martiana;Trichilia martiana;Meliaceae;Trichilia;species;tree;0.47;30;0.2364;zoochoric;2;
Trichilia pallens;Trichilia pallens;Meliaceae;Trichilia;species;tree;0.69;13;0.147058824;zoochoric;4;
Trichilia pallida;Trichilia pallida;Meliaceae;Trichilia;species;tree;0.6965;16;0.057225686;zoochoric;3;
Trichilia sp.;Trichilia sp.;Meliaceae;Trichilia;NA;NA;NA;NA;NA;zoochoric;NA;
Trichilia sp.1;Trichilia sp.;Meliaceae;Trichilia;NA;NA;NA;NA;NA;zoochoric;NA;
Trichogonia sp.;Trichogonia sp.;Asteraceae;Trichogonia;NA;NA;NA;NA;NA;anemochoric;NA;
Trigonia nivea;Trigonia nivea;Trigoniaceae;Trigonia;species;others;NA;NA;NA;anemochoric;NA;
Trigonia sp.;Trigonia sp.;Trigoniaceae;Trigonia;NA;NA;NA;NA;NA;anemochoric;NA;
Trigonia sp.1;Trigonia sp.;Trigoniaceae;Trigonia;NA;NA;NA;NA;NA;anemochoric;NA;
